ORDER_SHOP_CD,Surface_COMMERC,Emplacement_PDV,Coord_L2E_II_X,Coord_L2E_II_Y
76173FC9-1,377.0,CV,509727.0,2494655.0
06200W4C-1,124.0,CC,991176.0,1870736.0
34500FJ8-4,110.0,CC,673616.0,1816305.0
35510FG6-3,81.0,CC,307552.0,2353219.0
65MOBITARB,100.0,CC,411048.0,1806886.0
38000FS4-2,134.0,CC,866609.0,2023292.0
94000FV5-6,373.0,CC,608868.0,2420247.0
66965FM1-1,100.0,CV,645707.0,1744276.0
22000FW5-B,129.0,CV,223568.0,2402743.0
81MOBIMUIN,108.0,CC,603936.0,1833132.0
30932FB1-4,104.0,CC,762764.0,1873011.0
26200FK7-7,197.0,CV,791633.0,1951151.0
27PHSELOUV,46.0,CV,514778.0,2468760.0
91PHSEVILL,84.0,CC,608494.0,2398390.0
71PHSEAUTU,64.0,CV,749316.0,2218377.0
62000BOUT2,77.0,CC,628206.0,2589497.0
64230FP9-6,167.0,CC,375429.0,1816667.0
91011FS8-4,145.0,CC,606651.0,2403289.0
64PHSEPYRE,171.0,CV,380173.0,1814064.0
75016FX6-4,68.0,CV,595926.0,2428847.0
45000FN5-A,159.0,CV,567747.0,2323074.0
93290FX5-5,121.0,CC,613515.0,2443741.0
47000FS2-8,157.0,CV,462736.0,1913064.0
47PHSEABOE,56.0,CC,463743.0,1909944.0
92300FR8-3,89.0,CV,596657.0,2432566.0
79PHSENIOR,176.0,CV,388930.0,2152059.0
07MOBIPRIV,43.0,CV,779265.0,1973004.0
91290FS8-1,136.0,CC,597432.0,2398459.0
06MOBICAG0,65.0,CV,986597.0,1863339.0
84MOBICAR0,84.0,CV,817905.0,1898722.0
94100FT1-4,108.0,CV,610985.0,2422680.0
02000FL3-6,110.0,CC,692603.0,2506382.0
29MOBICONC,51.0,CV,132564.0,2337776.0
26MOBIVAL2,84.0,CC,804611.0,1997995.0
02PHSECHAU,111.0,CV,663906.0,2513193.0
85000BFB-5,169.0,CC,311901.0,2195418.0
13200FE3-1,140.0,CC,785875.0,1854302.0
37170FE2-9,136.0,CC,476327.0,2261224.0
08MOBIRETH,49.0,CV,747117.0,2503133.0
35305FZ9-2,145.0,CC,339394.0,2377823.0
59720FX1-1,129.0,CC,714396.0,2585665.0
20MOBIAJAC,76.0,CC,1134995.0,1682211.0
75PHSEPA01,76.0,CC,596032.0,2427819.0
83190FC5-A,62.0,CC,888576.0,1797613.0
24017FK4-4,202.0,CV,472860.0,2021642.0
38PHSEECHI,45.0,CC,866558.0,2023240.0
03100FQ4-1,220.0,CV,620607.0,2148718.0
51000J27-4,220.0,CC,750187.0,2440276.0
28PHSELUCE,55.0,CC,534073.0,2382211.0
63MOBITHI0,65.0,CV,691713.0,2094363.0
72100FU5-C,113.0,CC,441837.0,2332520.0
85340KG8-5,139.0,CC,284539.0,2176652.0
49000FK1-7,143.0,CC,384388.0,2278129.0
27200FF1-E,94.0,CV,537813.0,2455249.0
13002MAR-2,129.0,CC,846000.0,1816324.0
79PHSENIVH,245.0,CC,384538.0,2151020.0
91230FK9-1,100.0,CC,607398.0,2413034.0
30PHSENIME,104.0,CC,762764.0,1873011.0
42PHSEVILL,151.0,CC,756920.0,2054615.0
62MOBIAUCH,58.0,CC,632620.0,2613942.0
71300FB3-4,145.0,CV,755005.0,2187949.0
63000FF7-8,199.0,CV,657967.0,2086588.0
24750RXP-5,154.0,CC,476270.0,2022520.0
57070NG1-5,85.0,CC,884131.0,2463489.0
95PHSESTBR,70.0,CC,600961.0,2445638.0
13100JAX-5,128.0,CC,847812.0,1838562.0
72PHSEARCO,127.0,CC,433527.0,2381291.0
88MOBIGERA,59.0,CV,938059.0,2350962.0
58000DE6-X,194.0,CV,662765.0,2221551.0
50PHSEGRA1,147.0,CV,311437.0,2433773.0
87MOBISTJU,91.0,CC,490136.0,2100727.0
01100FG1-7,207.0,CV,855086.0,2145319.0
34MOBIPACU,89.0,CC,692495.0,1811360.0
72PHSESABL,135.0,CC,402647.0,2318607.0
59PHSETOUR,70.0,CV,658202.0,2636849.0
59320I3V-6,183.0,CC,644706.0,2626541.0
53MOBIGONT,62.0,CC,373655.0,2318980.0
30PHSEBAGN,97.0,CV,782943.0,1909663.0
28PHSEDREU,130.0,CV,528569.0,2415715.0
64PHSEPAU6,118.0,CC,383027.0,1815157.0
22360FW5-A,142.0,CC,225897.0,2400508.0
92100FH6-0,94.0,CV,592996.0,2426582.0
92PHSTCOLO,40.0,CV,593978.0,2436190.0
25200FF8-3,126.0,CV,935937.0,2288427.0
31200FX1-1,153.0,CC,531139.0,1848214.0
60PHSEMAXI,85.0,CC,609757.0,2470940.0
38PHSESTEG,183.0,CC,861119.0,2032079.0
28200FU1-2,66.0,CV,524882.0,2341643.0
51MOBIMENE,60.0,CV,786829.0,2457782.0
95100FM4-3,85.0,CC,593854.0,2438408.0
33PHSEARES,150.0,CC,326746.0,1980423.0
06PHSEETOI,52.0,CC,997771.0,1867989.0
24100A4J-5,133.0,CC,450420.0,1983640.0
05MOBIGAP1,97.0,HORS CV ET CC,898395.0,1958696.0
44MOBISTN2,91.0,CC,251925.0,2261029.0
95290PF0-5,104.0,CC,593315.0,2458652.0
58PHSECOSN,93.0,CV,644384.0,2268026.0
29000FJ6-5,147.0,CC,120279.0,2350226.0
31PHSESTOR,101.0,CC,533850.0,1840873.0
310007DI-G,269.0,CV,527979.0,1845352.0
59PHSEWASQ,86.0,CC,655744.0,2632209.0
77566FW7-B,358.0,CC,615447.0,2401825.0
62000FF9-4,125.0,CV,631372.0,2588421.0
1110099L-Q,227.0,CC,656146.0,1797562.0
74PHSEEPAG,162.0,CC,889923.0,2110990.0
63PHSEFERR,66.0,CC,659935.0,2090420.0
13011L5D-5,146.0,CC,855236.0,1815044.0
68065FF2-0,205.0,CV,974927.0,2317312.0
80PHSEMERS,254.0,CV,533530.0,2563267.0
25PHSTBESA,72.0,CV,879203.0,2255112.0
18PHSEBOUR,103.0,CV,604430.0,2231744.0
51PHSECORM,112.0,CC,725116.0,2469951.0
59PHSEROUB,85.0,CC,659465.0,2633555.0
77711FS6-7,120.0,CC,632420.0,2428589.0
06600FH3-1,162.0,CV,986701.0,1853833.0
55MOBIMIHI,72.0,CV,835075.0,2437458.0
93PHSEBAGN,40.0,CC,605751.0,2429721.0
26MOBIPIER,48.0,CV,788206.0,1933331.0
33PHSEMERI,44.0,CC,368940.0,1986281.0
18PHSESTDO,68.0,CC,603333.0,2234731.0
83PHSEHYER,84.0,CC,907319.0,1797656.0
75001FN3-7,99.0,CC,598973.0,2427190.0
42600FE6-4,129.0,CV,735116.0,2068561.0
78370FU9-4,105.0,CC,572359.0,2425694.0
75006C3L-J,71.0,CV,600242.0,2428208.0
45MOBICHEC,59.0,CC,577760.0,2322931.0
78PHSECHAM,120.0,CC,577976.0,2434561.0
93330FU3-4,126.0,CC,615434.0,2426910.0
78180FU9-0,147.0,CC,578458.0,2420778.0
14MOBIVIRE,66.0,CV,363038.0,2431504.0
36MOBIISSO,61.0,CV,573706.0,2216628.0
943003I4-I,123.0,CV,607366.0,2427608.0
75PHSESEVR,90.0,CV,599058.0,2427958.0
77240FW7-2,80.0,CC,619366.0,2398840.0
89100FM9-1,137.0,CC,669865.0,2358104.0
75PHSTFAUB,49.0,CV,602972.0,2428081.0
24100FK4-1,90.0,CV,453594.0,1985316.0
76PHSEDIE2,144.0,CV,509252.0,2548314.0
77120FS6-1,72.0,CV,654910.0,2424104.0
592902DK-8,86.0,CC,655744.0,2632209.0
81013FC4-2,161.0,CV,584750.0,1880727.0
84MOBIAPTD,55.0,CV,846382.0,1879810.0
54039FW2-0,343.0,CV,883025.0,2416974.0
42MOBIFIRM,90.0,CV,752762.0,2045132.0
59407FV8-0,142.0,CV,664236.0,2575858.0
84PHSECAR1,153.0,CV,816631.0,1897957.0
06000FD7-3,124.0,CC,997752.0,1868017.0
7620090I-Y,127.0,CC,509539.0,2546672.0
72000FU5-3,206.0,CV,440359.0,2335843.0
31700QJ2-5,168.0,CC,522110.0,1849820.0
59000LIL-5,380.0,CV,651554.0,2627098.0
78410FD9-5,74.0,CC,565234.0,2440897.0
06036FD7-0,175.0,CC,999202.0,1868610.0
64MOBIOLOR,66.0,CV,360341.0,1803340.0
74303FL8-1,154.0,CV,926207.0,2127481.0
90025FF8-2,104.0,CV,939346.0,2302683.0
18PHSEVIER,93.0,CV,579624.0,2247002.0
59PHSEFATH,79.0,CC,652800.0,2621100.0
82MOBIMON2,65.0,CC,523244.0,1893533.0
88MOBINEUF,52.0,CV,848711.0,2378334.0
44300FM8-2,104.0,CC,308585.0,2257072.0
50400FP2-4,66.0,CV,311377.0,2433768.0
37MOBIAMBO,50.0,CV,497821.0,2268877.0
62MOBITERN,58.0,CV,599985.0,2598527.0
14PHSEHERO,100.0,CC,405744.0,2470980.0
47PHSEBOE1,169.0,CC,463397.0,1909913.0
59MOBICAUD,36.0,CC,678118.0,2570889.0
31806FX8-2,136.0,CV,468440.0,1790931.0
40MOBIMTMS,50.0,CV,373073.0,1877821.0
44MOBIPORN,99.0,CC,261649.0,2245819.0
27PHSEVERN,94.0,CV,537813.0,2455249.0
47PHSEVILL,127.0,CV,470022.0,1935348.0
31049FJ1-0,226.0,CV,531841.0,1842679.0
31000FQ1-3,100.0,CV,527893.0,1844696.0
40MOBIBISC,61.0,CV,320877.0,1938929.0
92PHSEPUTO,270.0,CC,592756.0,2432545.0
63500FF7-9,90.0,CC,672773.0,2061576.0
64400FP9-3,171.0,CV,380173.0,1814064.0
75009FH4-3,180.0,CV,599291.0,2430834.0
76PHSEYVET,65.0,CV,485435.0,2514624.0
44PHSECHAT,84.0,CV,321462.0,2308638.0
93PHSTCLIC,26.0,CC,614372.0,2434075.0
13PHSEISTR,54.0,CC,813850.0,1836385.0
35740FZ9-8,114.0,CC,294739.0,2356718.0
57PHSTMETZ,54.0,CV,880302.0,2464703.0
50MOBISMDC,80.0,CC,328506.0,2412534.0
38MOBISALA,88.0,CC,793461.0,2040682.0
49MOBIGERS,73.0,CC,383170.0,2280616.0
20PHSEAJAC,76.0,CC,1134995.0,1682211.0
12100FF4-2,157.0,CV,659429.0,1900201.0
59300FC2-2,265.0,CV,684626.0,2596569.0
05008FT3-2,92.0,CV,897566.0,1958111.0
24200FK4-2,121.0,CV,511388.0,1988502.0
13PHSEMAR9,58.0,CV,847627.0,1814201.0
73200FR2-1,144.0,CC,913955.0,2080959.0
85PHSELUCO,99.0,CC,333651.0,2168145.0
77PHSECLAY,70.0,CC,623912.0,2438694.0
33MOBISTAN,74.0,CC,382317.0,2004942.0
09008FW1-3,81.0,CV,540331.0,1773754.0
26MOBINYON,78.0,CV,823348.0,1932771.0
60200FT9-6,67.0,CV,635466.0,2491227.0
61200FM7-1,65.0,CV,426481.0,2418719.0
40MOBITARN,37.0,CC,292503.0,1843372.0
04MOBISIST,42.0,CV,888424.0,1917200.0
34PHSTMONT,48.0,CV,724524.0,1846593.0
14PHSEDEAU,73.0,CV,435881.0,2487061.0
63200NVL-5,80.0,CC,660697.0,2097676.0
39MOBICLAU,63.0,CV,871229.0,2160345.0
44MOBILAIN,71.0,CC,311801.0,2250146.0
02PHSEHIRS,90.0,CV,725497.0,2548841.0
38MOBITIGN,40.0,CC,821353.0,2087078.0
83PHSTTOUL,52.0,CV,892974.0,1798087.0
59PHSTPOLM,80.0,CC,599977.0,2670135.0
53PHSEMAYE,154.0,CV,380654.0,2371299.0
04100FQ7-1,105.0,CV,877544.0,1876103.0
11108FA2-3,91.0,CV,654341.0,1798136.0
60MOBISEN2,31.0,CV,618177.0,2467491.0
64100FA6-6,100.0,CV,291193.0,1839726.0
83PHSESTRA,54.0,CV,959200.0,1834694.0
83608FP3-0,60.0,CV,959200.0,1834694.0
14PHSEVIRE,66.0,CV,363038.0,2431504.0
29270FJ6-3,60.0,CV,161977.0,2380769.0
89PHSEAVAL,67.0,CC,718259.0,2278789.0
75007FQ8-3,36.0,CV,597793.0,2428522.0
08PHSESEDA,81.0,CV,788434.0,2525777.0
77PHSEPRO1,128.0,CV,671000.0,2396096.0
24PHSEMARS,92.0,CC,468084.0,2022816.0
78000FF6-4,50.0,CV,584891.0,2423117.0
77160FJ9-2,128.0,CV,671000.0,2396096.0
89011FM9-0,179.0,CV,692333.0,2311158.0
82PHSEMOIS,60.0,CV,499671.0,1901160.0
77PHSEEURO,146.0,CC,632539.0,2428581.0
49MOBISAUM,80.0,CC,416358.0,2254183.0
53MOBIMAYE,25.0,CV,380675.0,2371312.0
46100FV4-4,104.0,CV,575996.0,1956552.0
67120FT5-3,110.0,CV,980616.0,2406280.0
56PHSEPONT,119.0,CV,205079.0,2354132.0
08011FM6-3,153.0,CV,771862.0,2533118.0
92603FX4-0,188.0,CV,596579.0,2434689.0
93200FR9-2,82.0,CV,601289.0,2437589.0
73010FR2-0,126.0,CC,877985.0,2072102.0
83480FP3-8,151.0,CC,953928.0,1836704.0
69230PE0-5,164.0,CC,791310.0,2078571.0
76173FC9-0,70.0,CC,509857.0,2497667.0
93100FV7-2,113.0,CC,607782.0,2429256.0
78PHSEMONT,120.0,CC,585969.0,2436597.0
78150FF6-3,338.0,CC,583748.0,2425494.0
95570FK8-7,100.0,CC,600333.0,2449178.0
38PHSEGREN,96.0,CC,866561.0,2023263.0
79PHSETHOU,111.0,CV,405855.0,2222921.0
72MOBIARCO,72.0,CC,433527.0,2381291.0
68130FF2-5,46.0,CV,967958.0,2302606.0
35PHSERENN,65.0,CC,300798.0,2352695.0
56600FX7-4,113.0,CC,174743.0,2323840.0
34PHSELUNE,42.0,CV,745683.0,1854523.0
72000FU5-0,34.0,CC,440525.0,2336335.0
09MOBISTGI,52.0,CV,502342.0,1776524.0
39021FN7-5,97.0,CV,845977.0,2191050.0
22MOBIPAIM,42.0,CC,205023.0,2432836.0
36MOBIARGE,54.0,CV,537321.0,2176954.0
42PHSEFIRM,91.0,CV,752762.0,2045132.0
80MOBIMERS,35.0,CC,533428.0,2563276.0
85206FC7-3,129.0,CV,358664.0,2167759.0
84MOBIPERT,62.0,CV,855358.0,1858265.0
69PHSEPRIE,96.0,CC,801606.0,2083549.0
69665FT8-2,114.0,CV,784530.0,2112754.0
27500FF1-3,61.0,CV,467581.0,2485820.0
64300FP9-5,65.0,CV,348101.0,1836887.0
55MOBIBAR2,40.0,CV,807960.0,2422906.0
02400FT9-2,126.0,CV,677973.0,2450251.0
71MOBILOUH,92.0,CV,821023.0,2185108.0
32PHSENOGA,90.0,CC,409203.0,1865152.0
67PHSEMOLS,112.0,CV,980616.0,2406280.0
18PHSEBOCC,183.0,CC,606361.0,2232444.0
15000FV9-3,110.0,CV,608567.0,1992142.0
42000FD5-6,149.0,CV,760506.0,2050620.0
80PHSEFASH,62.0,CC,602902.0,2541054.0
85008FC7-1,80.0,CV,311916.0,2192438.0
541803EV-5,125.0,CC,883743.0,2411684.0
91440FW6-5,126.0,CC,587934.0,2408574.0
37700FX1-1,107.0,CC,477506.0,2265752.0
04PHSESIST,42.0,CV,888424.0,1917200.0
03PHSEMONT,76.0,CC,620373.0,2149626.0
13400FV6-7,119.0,CC,864570.0,1815685.0
77PHSENEMO,118.0,CV,626941.0,2363015.0
37501FE2-4,55.0,CV,441591.0,2242764.0
18PHSESTAM,90.0,CV,612885.0,2191449.0
60000FN9-5,165.0,CV,581651.0,2492816.0
83000FC5-8,83.0,CC,893425.0,1797506.0
16100FL9-1,67.0,CV,392615.0,2080626.0
78PHSEVELI,165.0,CC,591536.0,2420335.0
39108FN7-4,95.0,CV,839585.0,2237346.0
62500FF9-2,70.0,CV,594166.0,2639706.0
32008FF3-2,122.0,CV,458364.0,1849858.0
67PHSESELE,151.0,CV,979720.0,2374599.0
83160FC5-9,154.0,CC,899600.0,1800263.0
06PHSEBEAU,54.0,CV,1010197.0,1873353.0
94430FV5-1,129.0,CC,616041.0,2421888.0
81PHSEMAZA,109.0,CC,603936.0,1833132.0
11PHSTNARB,49.0,CV,654332.0,1798073.0
67600FT5-2,151.0,CV,979720.0,2374599.0
71MOBIALIE,74.0,CC,790644.0,2202645.0
95200SAR-9,151.0,CC,602727.0,2443111.0
86100FN4-1,111.0,CV,463313.0,2203473.0
34035FC6-1,58.0,CC,725162.0,1846422.0
91309FW6-2,86.0,CC,595585.0,2414095.0
60MOBINOYO,62.0,CV,647797.0,2509390.0
311204IM-2,98.0,CC,521768.0,1835029.0
81PHSECAS0,47.0,CV,592305.0,1844859.0
91140AHI-5,155.0,CC,593872.0,2411965.0
56400FM3-2,97.0,CV,200506.0,2309967.0
20PHSEGHIS,55.0,CV,1186628.0,1694260.0
49321FU7-2,179.0,CC,358535.0,2235573.0
20290VXJ-3,38.0,CC,1184180.0,1753930.0
40PHSEHOSS,105.0,CV,296049.0,1858146.0
29600FT2-1,73.0,CC,143619.0,2415149.0
56PHSTVANN,83.0,CV,217521.0,2307903.0
37PHSECHIN,111.0,CV,441152.0,2242765.0
83PHSESEYN,133.0,CC,887071.0,1796212.0
27PHSEVILL,39.0,CC,514930.0,2446744.0
44600FN2-4,86.0,CV,256020.0,2263086.0
811006GC-5,156.0,CC,587869.0,1842990.0
38028FK0-2,237.0,CV,866470.0,2026871.0
80000ZSB-5,281.0,CV,597338.0,2544004.0
53015FF5-2,108.0,CV,368224.0,2345874.0
94762FW8-7,123.0,CC,604317.0,2424554.0
14PHSEBAYE,122.0,CV,378392.0,2479964.0
84130JMX-B,128.0,CC,804324.0,1890156.0
62PHSEBETH,69.0,CC,620880.0,2614250.0
16000FL9-2,205.0,CV,430332.0,2074352.0
67PHSEILLK,198.0,CC,998865.0,2407616.0
25PHSEBESA,128.0,CC,873469.0,2252398.0
14000PJC-I,243.0,CV,403016.0,2468372.0
93PHSEAULN,118.0,CC,610187.0,2439843.0
44MOBIANCE,65.0,CC,333645.0,2269724.0
44PHSENANT,73.0,CC,306865.0,2252260.0
22018FW5-4,185.0,CV,275724.0,2392942.0
75013FB7-0,278.0,CV,602874.0,2425945.0
78120FU9-3,149.0,CV,562169.0,2405205.0
76PHSEDIEP,0.0,CV,509377.0,2548437.0
14200FZ8-1,114.0,CC,405720.0,2470880.0
91PHSEVIGN,102.0,CC,607398.0,2413034.0
74000FL8-2,133.0,CV,893911.0,2107215.0
10PHSESTPA,116.0,CC,733168.0,2368110.0
92160FP7-5,87.0,CV,597556.0,2417256.0
92MOBIPOPC,39.0,CV,596707.0,2420004.0
41000FP6-1,136.0,CV,524609.0,2287886.0
45PHSEGIEN,64.0,CC,621283.0,2298856.0
59PHSELEER,135.0,CC,662547.0,2632180.0
78PHSEMAUR,40.0,CC,569171.0,2418270.0
76173FC9-2,176.0,CC,509040.0,2493321.0
12PHSEVIRO,132.0,CC,572822.0,1928961.0
46005FV4-3,122.0,CV,528593.0,1938932.0
69003FY9-4,200.0,CC,795920.0,2087750.0
53MOBILAV2,67.0,CC,371083.0,2344051.0
87PHSESTJU,91.0,CC,490136.0,2100727.0
85MOBIOLON,87.0,CC,286572.0,2173249.0
92PHSEOUES,59.0,CC,597098.0,2432679.0
92PHSEBOUL,95.0,CC,592846.0,2426489.0
38MOBIVTGR,66.0,CC,866198.0,2026090.0
21800935-G,86.0,CC,809276.0,2260406.0
86PHSEPOIT,148.0,CC,443842.0,2174513.0
25MOBIMOPH,41.0,CC,876590.0,2260048.0
18108FD2-2,92.0,CV,579624.0,2247002.0
33310FX5-1,137.0,CC,374517.0,1989322.0
35406FZ9-5,195.0,CC,280775.0,2411689.0
77190FW7-4,114.0,CC,618340.0,2389085.0
68021FR3-2,187.0,CV,973852.0,2354029.0
51200FL4-1,115.0,CV,718344.0,2450757.0
76360FC9-B,147.0,CC,500915.0,2505300.0
38130SPF-3,130.0,CC,863935.0,2022265.0
94PHSEBERC,123.0,CC,604291.0,2425327.0
62MOBISERV,54.0,CV,615631.0,2608833.0
64PHSELESC,101.0,CC,375377.0,1816605.0
92340FP7-6,76.0,CV,598383.0,2420116.0
74MOBISAL1,37.0,CV,932914.0,2112937.0
62800FA8-9,140.0,CC,630865.0,2602896.0
88000LVU-5,115.0,CC,907880.0,2363465.0
50300FP2-2,130.0,CV,327766.0,2416059.0
64PHSESTJE,0.0,CV,275867.0,1829244.0
69PHSEGENI,134.0,CC,791266.0,2078525.0
42MOBIKGBA,56.0,CV,752382.0,2061492.0
14124FZ8-5,128.0,CC,408266.0,2466251.0
45307FN5-4,51.0,CV,593919.0,2352561.0
77MOBICOU0,69.0,CC,655525.0,2422922.0
21PHSECHEN,53.0,CC,803263.0,2257259.0
33500FL6-8,161.0,CC,397857.0,1992185.0
69009FG4-1,155.0,CC,789594.0,2090554.0
38MOBIFONT,47.0,CC,862047.0,2027634.0
66965FM1-4,204.0,CV,645683.0,1741856.0
45770FX1-1,130.0,CC,566318.0,2329196.0
74PHSEANNE,61.0,CC,893729.0,2109752.0
31670FJ1-3,170.0,CC,532950.0,1839148.0
57200FV2-2,122.0,CV,945411.0,2467448.0
22PHSEPAIM,80.0,CC,205023.0,2432836.0
69002FG4-2,422.0,CV,794358.0,2087460.0
48005FW4-1,93.0,CV,692428.0,1946819.0
18023FD2-0,103.0,CV,604430.0,2231744.0
81PHSETRES,90.0,CC,594510.0,1843420.0
50PHSECHER,43.0,CV,313784.0,2522933.0
60PHSELACH,78.0,CC,614118.0,2456067.0
02PHSECHAT,126.0,CV,677973.0,2450251.0
20MOBIGHIS,49.0,CV,1186628.0,1694260.0
78360LQC-5,169.0,CC,585910.0,2436720.0
02321FL3-5,147.0,CV,668622.0,2539344.0
57300FU8-2,41.0,CC,875759.0,2460834.0
76600FK2-8,136.0,CC,438667.0,2502082.0
92PHSEPUT0,93.0,CC,592731.0,2432664.0
66530FX1-1,121.0,CC,647273.0,1752628.0
12PHSEVILL,64.0,CV,576077.0,1927574.0
38240VEZ-5,94.0,CC,869302.0,2028363.0
53100FF5-3,120.0,CV,380487.0,2371264.0
77PHSTMELU,68.0,CV,623935.0,2393380.0
59MOBINOBL,43.0,CC,654433.0,2594392.0
44600ER7-9,135.0,CC,256489.0,2265824.0
31650X2Y-3,101.0,CC,533850.0,1840873.0
13PHSELITT,103.0,CC,844560.0,1822750.0
92120FP7-3,147.0,CV,598718.0,2424368.0
23PHSEGUER,107.0,CV,564132.0,2129997.0
91806FK9-6,72.0,CC,614590.0,2409339.0
52901FS3-0,123.0,CV,808747.0,2349574.0
10PHSEROMI,144.0,CC,705697.0,2390560.0
14800FC3-2,73.0,CV,435881.0,2487061.0
92200FR8-2,62.0,CV,595599.0,2431464.0
75005U77-4,121.0,CV,600528.0,2428221.0
75PHSEPA15,148.0,CV,597415.0,2426814.0
85PHSEHERB,86.0,CV,344681.0,2213362.0
33160517-3,89.0,CC,360554.0,1991591.0
40100FQ3-5,117.0,CV,326471.0,1862358.0
61PHSEARGE,151.0,CV,426552.0,2418773.0
67PHSESAVE,84.0,CV,969415.0,2427885.0
35PHSEVITR,75.0,CC,336336.0,2352140.0
13PHSTAIXP,28.0,CV,851778.0,1841133.0
54PHSEFROU,118.0,CC,880312.0,2422840.0
89000FM9-4,241.0,CC,692312.0,2313768.0
50MOBICHE2,43.0,CV,313784.0,2522933.0
78140FF6-1,91.0,CC,591514.0,2420185.0
29MOBILAN1,55.0,CV,113343.0,2404013.0
60MOBILACH,78.0,CC,614118.0,2456067.0
12031FF4-4,133.0,CV,619072.0,1927621.0
38PHSEMLAN,92.0,CC,869302.0,2028363.0
06PHSETRIN,111.0,CC,1001543.0,1872813.0
76410FC9-G,121.0,CC,509930.0,2481950.0
91PHSEVIRY,184.0,CC,606645.0,2403390.0
77305FJ9-0,90.0,CV,626900.0,2378594.0
78PHSESTGE,136.0,CC,582186.0,2433201.0
56321FX7-2,102.0,CV,172934.0,2320917.0
68PHSEMULW,118.0,CC,972675.0,2324080.0
85MOBICYBE,106.0,CC,311333.0,2189523.0
