ORDER_SHOP_CD,Surface_COMMERC,Emplacement_PDV,Coord_L2E_II_X,Coord_L2E_II_Y
92130FH6-2,179.0,CV,595323.0,2425112.0
88MOBIVITT,68.0,CV,868288.0,2361941.0
0210067T-5,81.0,CC,665936.0,2540899.0
27006FF1-1,135.0,CC,514930.0,2446744.0
26MOBICYMO,77.0,CC,791628.0,1951087.0
25026FD6-1,101.0,CV,878903.0,2255372.0
81000ALB-F,173.0,CC,581862.0,1879850.0
76PHSEFECA,120.0,CV,458714.0,2530718.0
34500FX1-1,94.0,CC,672160.0,1815200.0
62321FQ9-8,243.0,CV,548249.0,2636775.0
13PHSEVITR,128.0,CC,837028.0,1829965.0
20MOBIFURI,69.0,CV,1182990.0,1765382.0
41PHSEROMO,79.0,CV,555276.0,2262270.0
69PHSECXRO,84.0,CV,794059.0,2089451.0
47200FS2-7,145.0,CV,427348.0,1946730.0
64PHSESTJL,184.0,CV,275974.0,1829037.0
62MOBIHESD,66.0,CV,578672.0,2597699.0
11090LYE-1,121.0,CC,597794.0,1800580.0
62407FA8-7,133.0,CV,621514.0,2615036.0
25300FD6-1,145.0,CV,905996.0,2219347.0
01MOBIBELL,72.0,CV,869888.0,2129113.0
13500RPN-8,97.0,CC,820123.0,1828338.0
57400FV2-1,106.0,CV,946859.0,2425565.0
37PHSELOCH,51.0,CV,498409.0,2237379.0
13PHSECABR,115.0,CC,845180.0,1828859.0
85PHSEFONT,156.0,CV,358664.0,2167759.0
28PHSECHAT,65.0,CV,524882.0,2341643.0
55000FE7-4,124.0,CV,807587.0,2423240.0
44230FC1-5,94.0,CC,309887.0,2250503.0
45503FN5-2,64.0,CC,621283.0,2298856.0
84PHSECAVA,136.0,CV,817714.0,1874162.0
29200335-G,49.0,CC,92297.0,2398815.0
13008FM5-4,90.0,CC,848280.0,1809990.0
75PHSTSECR,49.0,CV,602609.0,2431496.0
31150IZU-5,129.0,CC,524570.0,1854533.0
63PHSEISSO,88.0,CC,672773.0,2061576.0
64PHSEORTH,65.0,CV,348101.0,1836887.0
10007FA5-0,155.0,CV,728962.0,2367956.0
38PHSEVOIR,125.0,CV,855043.0,2045904.0
16PHSECOGN,67.0,CV,392615.0,2080626.0
91MOBIMONS,52.0,CC,602690.0,2412574.0
59385FL1-2,262.0,CV,602574.0,2671042.0
14100FC3-1,164.0,CV,445813.0,2462864.0
29MOBIDOUA,57.0,CV,104100.0,2364876.0
45207FN5-3,135.0,CV,629447.0,2333331.0
36PHSEPOIN,117.0,CC,554123.0,2199116.0
76PHSEVILL,93.0,CC,446922.0,2503172.0
85MOBIMONT,97.0,CC,320873.0,2225496.0
35000FV1-1,181.0,CV,301013.0,2353241.0
17MOBILARO,98.0,CV,334363.0,2128588.0
